弄	lane; alley; to do; to manage; to handle; to play with; to fool with; to mess with; to fix; to toy with; variant of 弄[long4]
辽	short name for Liaoning 遼寧|辽宁[Liao2 ning2] province; Liao or Khitan dynasty; distant; faraway
劈	to hack; to chop; to split open; to strike; to split in two; to divide
劝	to advise; to urge; to try to persuade; to exhort; to console; to soothe
远	far; distant; remote; by far; much; to distance oneself from; distant; by far
鲜	variant of 尟|鲜[xian3]; fresh; bright; delicious; tasty; delicacy; aquatic foods; few; rare; fish; old variant of 鮮|鲜[xian3]
颈	used in 脖頸兒|脖颈儿[bo2 geng3 r5]; neck
铃	bell
楂	fell trees; raft; to hew; Chinese hawthorn
什	what; ten; assorted; miscellaneous
辞	to resign; to dismiss; to decline; to take leave; ballad
吐	to spit; to send out; to say; to pour out; to vomit; to throw up
澳	Macao; Australia; deep bay; cove; harbor
拙	awkward; clumsy; dull; inelegant; my; Taiwan pr. [zhuo2]
短	short; brief; to lack; weak point; fault
闺	small arched door; boudoir; lady's chamber; women
狮	lion
市	market; city
速	fast; rapid; quick; velocity
困	to trap; to surround; hard-pressed; stranded; destitute; sleepy; tired
暂	temporary; Taiwan pr. [zhan4]; to scurry
锋	point of a spear; edge of a tool; vanguard; forward
崖	precipice; cliff; Taiwan pr. [yai2]
等	to wait for; to await; by the time; when; till; and so on; etc.; et al.; class; rank; grade; equal to; same as; ; ; et cetera; and so on ...; wait a minute!; hold on!
账	account; bill; debt
衡	to weigh; weight; measure
姓	family name; surname; to be surnamed
稳	settled; steady; stable
怠	idle; lazy; negligent; careless
耍	surname Shua; to play with; to wield; to act; to display
围	surname Wei; to encircle; to surround; all around; to wear by wrapping around
讶	astounded
历	old variant of 歷|历[li4]; calendar; to experience; to undergo; to pass through; all; each; every; history
帽	hat; cap
抱	to hold; to carry; to hug; to embrace; to surround; to cherish; to fit nicely; to hug; to give a cuddle
琴	guqin 古琴[gu3 qin2]; musical instrument in general
澄	surname Cheng; clear; limpid; to clarify; to purify; to settle; to become clear
确	variant of 埆[que4]; authenticated; solid; firm; real; true
咨	to consult
织	to weave
瞬	to wink
叹	to sigh; to exclaim
塞	Serbia; Serbian; abbr. for 塞爾維亞|塞尔维亚[Sai1 er3 wei2 ya4]; to stop up; to squeeze in; to stuff; cork; stopper; strategic pass; tactical border position; to stop up; to stuff; to cope with
直	surname Zhi; Zhi, fifth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God; straight; to straighten; fair and reasonable; frank; straightforward; ; vertical; vertical downward stroke in Chinese characters
而	and; as well as; and so; but; yet; ; ; 
宠	to love; to pamper; to spoil; to favor
红	surname Hong; red; popular; revolutionary; bonus
器	device; tool; utensil
伴	partner; companion; comrade; associate; to accompany
叨	garrulous; to receive the benefit of; to chatter; to hog the conversation
辱	disgrace; dishonor; to insult; to bring disgrace or humiliation to; to be indebted to; self-deprecating; Taiwan pr. [ru4]
搅	to disturb; to annoy; to mix; to stir
糯	variant of 糯[nuo4]; glutinous rice; sticky rice
斤	catty; weight equal to 500 g; weight equal to 600 g; slightly over 604 g
秘	see 秘魯|秘鲁[Bi4 lu3]; secret; secretary
职	office; duty
套	to cover; to encase; cover; sheath; to overlap; to interleave; to model after; to copy; formula; harness; loop of rope; to fish for; to obtain slyly; classifier for sets, collections; bend; tau; methods; the old tricks; condom
躺	to recline; to lie down
企	to stand on tiptoe and look; to anticipate; to look forward to; abbr. for 企業|企业[qi3 ye4]; Taiwan pr. [qi4]
阳	positive; sun; male principle; Yang, opposite: 陰|阴[yin1]
查	surname Zha; to research; to check; to investigate; to examine; to refer to; to look up
埃	abbr. for Egypt 埃及[Ai1 ji2]; dust; dirt; angstrom; phonetic ai or e
朋	friend
瓜	melon; gourd; squash
送	to send; to deliver; to transmit; to give; to seeoff; to accompany; to go along with
熄	to extinguish; to put out; to quench; to stop burning; to go out; to come to an end; to wither away; to die out; Taiwan pr. [xi2]
滥	overflowing; excessive; indiscriminate
苗	Hmong or Miao ethnic group of southwest China; surname Miao; sprout
墓	grave; tomb; mausoleum
够	enough; enough; really; to reach by stretching out
质	character; nature; quality; plain; to pawn; pledge; hostage; to question; Taiwan pr. [zhi2]
叼	to hold with one's mouth
力	surname Li; power; force; strength; ability; strenuously
窄	narrow; narrow-minded; badly off
踩	to step on; to tread; to stamp; to press a pedal; to pedal; to downvote
熊	surname Xiong; bear; to scold; to rebuke; weak; incapable; raging; flaming
熬	to boil; to simmer; to cook on a slow fire; to extract by heating; to decoct; to endure
捕	to catch; to seize; to capture
兄	elder brother
杆	pole; stick; pole; lever; classifier for long objects such as guns
猴	monkey
驰	to run fast; to speed; to gallop; to disseminate; to spread
将	will; shall; to use; to take; to checkmate; just a short while ago; ; a general; to command; to lead; general; to desire; to invite; to request
克	abbr. for 克羅地亞|克罗地亚[Ke4 luo2 di4 ya4], Croatia; abbr. for 克羅埃西亞|克罗埃西亚[Ke4 luo2 ai1 xi1 ya4], Croatia; to be able to; to subdue; to restrain; to overcome; gram; Tibetan unit of land area, about 6 ares; Ke, seventh of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God; to subdue; to overthrow; to restrain
福	surname Fu; abbr. for Fujian province 福建省[Fu2 jian4 sheng3]; good fortune; happiness; luck
伐	to cut down; to fell; to dispatch an expedition against; to attack; to boast; Taiwan pr. [fa1]
辰	5th earthly branch: 7-9 a.m., 3rd solar month, year of the Dragon; ancient Chinese compass point: 120°
逆	contrary; opposite; backwards; to go against; to oppose; to betray; to rebel
庙	temple; ancestral shrine; temple fair; great imperial hall; imperial
瑟	a type of standing harp, smaller than konghou 箜篌, with 5-25 strings; trembling; rustling
剑	double-edged sword; classifier for blows of a sword
读	comma; phrase marked by pause; to read out; to read aloud; to read; to attend; to study; to pronounce
拧	to pinch; wring; mistake; to twist; stubborn
杭	surname Hang; Hangzhou
诧	to be surprised; to be astonished
玉	jade
婷	graceful
汰	to discard; to eliminate
做	to make; to produce; to write; to compose; to do; to engage in; to hold; to be; to become; to serve as; to be used for; to assume
兼	double; twice; simultaneous; holding two or moreposts at the same time
串	to string together; to skewer; to connect wrongly; to gang up; to rove; string; bunch; skewer; classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of; to make a swift or abrupt linear movement; to move across
十	ten; 10
欧	Europe; surname Ou; 
尝	to taste; to try; to experience; ever; once; old variant of 嘗|尝[chang2]
都	surname Du; all; both; entirely; even; already; at all; capital city; metropolis
屑	bits; fragments; crumbs; filings; trifling; trivial; to condescend to
精	essence; extract; vitality; energy; semen; sperm; mythical goblin spirit; highly perfected; elite; the pick of sth; proficient; extremely; selected rice
分	to divide; to separate; to distribute; to allocate; to distinguish; branch of; sub-; fraction; one tenth; unit of length equivalent to 0.33 cm; minute; minute; a point; 0.01 yuan; part; share; ingredient; component
农	surname Nong; agriculture
幕	curtain or screen; canopy or tent; headquarters of a general; act; curtain; screen
咸	surname Xian; all; everyone; each; widespread; harmonious; salted; salty; stingy; miserly
嫉	jealousy; to be jealous of
跚	used in 蹣跚|蹒跚[pan2 shan1]
皮	surname Pi; leather; skin; fur; pico-; naughty
假	used in 假掰[gei1 bai1]; fake; false; artificial; to borrow; if; suppose; vacation; to borrow
穿	to wear; to put on; to dress; to bore through; to pierce; to perforate; to penetrate; to pass through; to thread
衰	to decay; to decline; to wane
五	five; 5; 50-50; equal
提	used in 提防[di1 fang5] and 提溜[di1 liu5]; to carry; to lift; to put forward; to mention; to raise; upwards character stroke; lifting brush stroke; scoop for measuring liquid; calm; poised
顶	apex; crown of the head; top; roof; most; to carry on the head; to push to the top; to go against; to replace; to substitute; to be subjected to; to "bump" a forum thread to raise its profile; classifier for headwear, hats, veils etc
惊	to startle; to be frightened; to be scared; alarm
耳	ear; handle; and that is all
哼	to groan; to snort; to hum; to croon; humph!
池	surname Chi; pond; reservoir; moat
氪	krypton
普	general; popular; everywhere; universal
捐	to relinquish; to abandon; to contribute; to donate; tax; levy
构	variant of 夠|够[gou4]; to reach by stretching; to construct; to form; to make up; to compose; literary composition; paper mulberry
齐	; surname Qi; neat; even; level with; identical; simultaneous; all together; to even sth out
妈	ma; mom; mother; mama; mommy; mother
癌	cancer; carcinoma; also pr. [yan2]
惩	to punish; to reprimand; to warn
绎	continuous; to interpret; to unravel; to draw silk
盼	to hope for; to long for; to expect
博	extensive; ample; rich; obtain; aim; to win; to get; plentiful; to gamble
祈	to implore; to pray; to request
字	letter; symbol; character; word; courtesy or style name traditionally given to males aged 20 in dynastic China
尺	one of the characters used to represent a musical note in gongche notation, 工尺譜|工尺谱[gong1 che3 pu3]; a Chinese foot; one-third of a meter; a ruler; a tape-measure; one of the three acupoints for measuring pulse in Chinese medicine
捣	to pound; to beat; to hull; to attack; to disturb; to stir
月	moon; month; monthly; every month
厉	surname Li; strict; severe
惨	miserable; wretched; cruel; inhuman; disastrous; tragic; dim; gloomy
狭	narrow; narrow-minded
炫	to dazzle; to boast; to show off; cool; awesome
以	old variant of 以[yi3]; abbr. for Israel 以色列[Yi3 se4 lie4]; to use; by means of; according to; in order to; because of; at
韧	old variant of 韌|韧[ren4]; annealed; pliable but strong; tough; tenacious
变	to change; to become different; to transform; to vary; rebellion
挠	to scratch; to thwart; to yield
旋	to revolve; a loop; a circle; to whirl; immediately
妥	suitable; adequate; ready; settled
谍	to spy
扎	to prick; to run or stickinto; mug or jug used for serving beer; used in 掙扎|挣扎[zheng1 zha2]; crunch; variant of 紮|扎[zha1]; to tie; to bind; classifier for flowers, banknotes etc: bundle; Taiwan pr. [zha2]; to be stationed; Taiwan pr. [zha2]
至	to arrive; most; to; until
钥	key; also pr. [yao4]
贺	surname He; to congratulate
继	to continue; to follow after; to go on with; to succeed; to inherit; then; afterwards
烂	soft; mushy; well-cooked and soft; to rot; to decompose; rotten; worn out; chaotic; messy; utterly; thoroughly; crappy; bad
滔	to inundate; deluge; torrent; torrential
溺	to drown; to indulge; addicted to; to spoil
悚	frightened
崩	to collapse; to fall into ruins; death of king or emperor; demise
颤	to tremble; to shiver; to shake; to vibrate; Taiwan pr. [zhan4]
掘	to dig
拯	to raise; to aid; to support; to save; to rescue
忍	to bear; to endure; to tolerate; to restrain oneself
裂	to split; to crack; to break open; to rend
抛	to throw; to toss; to fling; to cast; to abandon
肆	four; unrestrained; wanton; shop
昂	to lift; to raise; to raise one's head; high; high spirits; soaring; expensive; high-spirited; brave-looking
鉴	old variant of 鑒|鉴[jian4]; bronze mirror; to reflect; to mirror; sth that serves as a warning or a lesson; to examine; to scrutinize
闷	stuffy; shut indoors; to smother; to cover tightly; bored; depressed; melancholy; sealed; airtight; tightly closed
伦	human relationship; order; coherence
垫	pad; cushion; mat; to pad out; to fill a gap; to pay for sb; to advance
栏	fence; railing; hurdle; column or box
雅	elegant
肾	kidney
钉	nail; to follow closely; to keep at sb; to join things together by fixing them in place at one or more points; to nail; to pin; to staple; to sew on; DingTalk, business communication platform developed by Alibaba
摆	to arrange; to exhibit; to move to and fro; a pendulum
关	surname Guan; mountain pass; to close; to shut; to turn off; to confine; to lockup; to shut; to concern; to involve
四	four; 4
蛛	spider; spider
他	he; him; ; ; other
停	to stop; to halt; to park
祥	auspicious; propitious
辩	to dispute; to debate; to argue; to discuss
唤	to call
弃	to abandon; to relinquish; to discard; to throw away
谜	see 謎兒|谜儿[mei4 r5], riddle; riddle
财	money; wealth; riches; property; valuables
钱	surname Qian; coin; money; unit of weight, one tenth of a tael 兩|两[liang3]
优	excellent; superior
窃	to steal; secretly; I; privately; secretly; unobtrusively
候	to wait; to inquire after; to watch; season; climate; period of five days
要	to demand; to coerce; to want; to need; to ask for; will; shall; about to; need to; should; if; important
奶	breast; milk; to breastfeed; grandma; mistress of the house; boobies; breasts; mother
唯	only; alone; -ism; yes
迦	/(phonetic sound for Buddhist terms)/
荡	variant of 燙|烫[tang4]; to wash; to squander; to sweep away; to move; to shake; dissolute; pond; fluttering
僻	remote; out of the way; off-center; eccentric
聪	acute; clever; intelligent; sharp
蹄	hoof; pig's trotters
顾	surname Gu; to look after; to take into consideration; to attend to
果	fruit; result; resolute; indeed; if really; fruit
饲	to raise; to rear; to feed
灭	to extinguish or put out; to go out; to exterminate or wipe out; to drown
因	cause; reason; because
脖	neck
袖	sleeve; to tuck inside one's sleeve
山	surname Shan; mountain; hill; small bundle of straw for silkworms to spin cocoons on
枉	to twist; crooked; unjust; in vain
花	surname Hua; flower; blossom; fancy pattern; florid; to spend; lecherous; lustful; variant of 花[hua1]; flower; blossom; also pr. [wei3]
举	to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect; act; move; deed
颧	cheek bones
牛	surname Niu; ox; cow; bull; newton; awesome
及	and; to reach; up to; in time for
啦	sound of singing, cheering etc; ; to chat; sentence-final particle, contraction of 了啊, indicating exclamation; particle placed after each item in a list of examples
致	fine; delicate; exquisite; to send; to transmit; to convey; to cause; to lead to; consequently
遗	to leave behind
嵌	see 赤嵌樓|赤嵌楼[Chi4 kan3 lou2]; to inlay; to embed; Taiwan pr. [qian1]
奏	to play music; to achieve; to present a memorial to the emperor
蹋	to step on
棍	stick; rod; truncheon; scoundrel; villain
周	surname Zhou; Zhou Dynasty; to make a circuit; to circle; circle; circumference; lap; cycle; complete; all; all over; thorough; to help financially; week; weekly
叙	abbr. for Syria 敘利亞|叙利亚[Xu4 li4 ya4]; to narrate; to chat
可	can; may; able to; -able; to approve; to permit; to suit; certainly; very; used in 可汗[ke4 han2]; cocoa
谤	to slander; to defame; to speak ill of
覆	to cover; to overflow; to overturn; to capsize
滴	a drop; to drip; DiDi, app-based transportation company
最	old variant of 最[zui4]; most; the most; -est
馒	used in 饅頭|馒头[man2 tou5]
情	feelings; emotion; sentiment; passion; situation; condition
欺	to take unfair advantage of; to deceive; to cheat
晚	evening; night; late
吉	surname Ji; abbr. for 吉林[Ji2 lin2] Jilin Province; lucky; giga-
示	to show; to reveal
望	full moon; to hope; to expect; to visit; to gaze; to look towards; towards; 15th day of month
泻	to flow out swiftly; to flood; a torrent; diarrhea; laxative
共	common; general; to share; together; total; altogether; abbr. for 共產黨|共产党[Gong4 chan3 dang3], Communist party
和	surname He; and; together with; with; sum; to make peace; to draw; to tie; harmonious; Japan; Japanese; to compose a poem in replyusing the same rhyme sequence; to join in the singing; to chime in with others; to complete a set in mahjong or playing cards; to combine a powdery substancewith water; Taiwan pr. [huo4]; to mixtogether; to blend; classifier for rinses of clothes; classifier for boilings of medicinal herbs; harmonious
类	kind; type; class; category; similar; like; to resemble
充	sufficient; full; to fill; to serve as; to act as; to act falsely as; to pose as
劳	to toil; labor; laborer; to put sb to trouble; meritorious deed; to console
三	surname San; three; 3
础	foundation; base
语	dialect; language; speech; to tell to
填	to fill or stuff; to fill in
幻	fantasy
擎	to raise; to hold up; to lift up
汽	steam; vapor
泛	variant of 泛[fan4]; general; non-specific; extensive; pan-; to flood; to float about; to be suffused with
奸	wicked; crafty; traitor; to fornicate; to defile; adultery; rape
邮	post; mail
出	to go out; to come out; to arise; to occur; to produce; to yield; to go beyond; to exceed; ; classifier for dramas, plays, operas etc
匙	spoon; used in 鑰匙|钥匙[yao4 shi5]
漫	free; unrestrained; to inundate; long; endless; boundless
镶	to inlay; to embed; ridge; border
役	forced labor; corvée; obligatory task; military service; to use as servant; to enserf; servant; war; campaign; battle
媳	daughter-in-law
州	prefecture; province; administrative division; state; oblast; canton
娇	lovable; pampered; tender; delicate; frail
宜	surname Yi; proper; should; suitable; appropriate
建	to establish; to found; to set up; to build; to construct
孤	lone; lonely
夺	to seize; to take away forcibly; to wrest control of; to compete or strive for; to force one's way through; to leave out; to lose
座	seat; base; stand; suffix used in a respectful form of address, e.g. 师座|师座[shi1 zuo4]; classifier for buildings, mountains and similar immovable objects
坏	bad; spoiled; broken; to break down; to the utmost
蹲	to crouch; to squat; to stay
补	to repair; to patch; to mend; to make up for; to fill; to supplement
饪	cooked food; to cook
导	to transmit; to lead; to guide; to conduct; to direct
约	to weigh in a balance or on a scale; to make an appointment; to invite; approximately; pact; treaty; to economize; to restrict; to reduce; concise
娱	to amuse
狂	mad; wild; violent
钝	blunt; stupid
洁	clean
即	namely; that is; i.e.; prompt; at once; at present; even if; prompted; to approach; to come into contact; to assume; to draw near
借	to borrow; to lend; to make use of; to avail oneself of; by; with
波	Poland; Polish; abbr. for 波蘭|波兰[Bo1 lan2]; wave; ripple; storm; surge
合	100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗; to close; to join; to fit; to be equal to; whole; together; round; conjunction; 1st note of pentatonic scale; variant of 合[he2]
扔	to throw; to throw away
椭	ellipse
恩	favor; grace; kindness
引	to draw; to pull; to stretch sth; to extend; to lengthen; to involve or implicate in; to attract; to lead; to guide; to leave; to provide evidence or justification for; old unit of distance equal to 10 丈[zhang4], one-thirtieth of a km or 33.33 meters
戒	to guard against; to exhort; to admonish or warn; to give up or stop doing sth; Buddhist monastic discipline; ring
爬	to crawl; to climb; to get up or sit up
吵	to quarrel; to make a noise; noisy; to disturb by making a noise; to make a racket; to quarrel
饮	to drink; to givewater to drink
圈	to confine; to lock up; to pen in; livestock enclosure; pen; fold; sty; circle; ring; loop; classifier for loops, orbits, laps of race etc; to surround; to circle; to draw a circle; cliques; circles
幽	remote; hidden away; secluded; serene; peaceful; to imprison; in superstition indicates the underworld; ancient district spanning Liaonang and Hebei provinces; faint; indistinct
穆	surname Mu; solemn; reverent; calm; burial position in an ancestral tomb
寸	a unit of length; inch; thumb
助	to help; to assist
址	site; location; islet
隔	to separate; to partition; to stand or lie between; at a distance from; after or at an interval of
侃	upright and honest; cheerful; to chat idly; to boast; to talk smoothly; to possess assurance and composure
窜	to flee; to scuttle; to exile or banish; to amend or edit
煞	to terminate; to cut short; to bring to a stop; to squeeze; to tighten; to damage; fiend; demon; very; SARS
摘	to take; to pick; to pluck; to remove; to take off; to select; to pick out; to borrow money at a time of urgent need
英	United Kingdom; British; England; English; abbr. for 英國|英国[Ying1 guo2]; hero; outstanding; excellent; flower; blossom
经	surname Jing; classics; sacred book; scripture; to pass through; to undergo; to bear; to endure; warp; longitude; menstruation; channel; abbr. for economics 經濟|经济[jing1 ji4]
睡	to sleep; to lie down
载	to record in writing; to carry; Taiwan pr. [zai4]; year; to carry; to convey; to load; to hold; to fill up; and; also; as well as; simultaneously
状	accusation; suit; state; condition; strong; great; -shaped
亚	Asia; Asian; Taiwan pr. [Ya3]; second; next to; inferior; sub-; Taiwan pr. [ya3]
掀	to lift; to rock; to convulse
糟	dregs; draff; pickled in wine; rotten; messy; ruined
滞	sluggish
是	to be; correct; right; true; very well; 
潮	tide; damp; moist; humid; fashionable; trendy; inferior; substandard
编	to weave; to plait; to organize; to group; to arrange; to edit; to compile; to write; to compose; to fabricate; to make up
簸	to winnow; to toss up and down; used in 簸箕[bo4 ji1]
柿	persimmon
辜	surname Gu; crime; sin
译	to translate; to interpret
掩	to cover up; to conceal; to close; to getcaught when closing a door or lid; to launch a surprise attack
诸	surname Zhu; all; various
塌	to collapse; to droop; to settle down
佣	commission; brokerage fee; to hire; to employ; servant; hired laborer; domestic help
局	narrow; office; situation; classifier for games: match, set, round etc; cramped; narrow
惯	accustomed to; used to; indulge; to spoil
比	Belgium; Belgian; abbr. for 比利時|比利时[Bi3 li4 shi2]; to compare; more {adj.} than {noun}; ratio; to gesture; 
权	surname Quan; authority; power; right; to weigh; expedient; temporary
截	to cut off; to stop; to intercept; section; chunk; length
些	classifier indicating a small amount or small number greater than 1: some, a few, several
虑	to think over; to consider; anxiety
白	surname Bai; white; snowy; pure; bright; empty; blank; plain; clear; to make clear; in vain; gratuitous; free of charge; reactionary; anti-communist; funeral; to stare coldly; to write wrong character; to state; to explain; vernacular; spoken lines in opera; in vain; to no purpose; for nothing; white
芒	awn; arista; tip; Miscanthus sinensis
匀	even; well-distributed; uniform; to distribute evenly; to share
卖	to sell; to betray; to spare no effort; to show off or flaunt
休	surname Xiu; to rest; to stop doing sth for a period of time; to cease; don't
薄	surname Bo; thin; cold in manner; indifferent; weak; light; infertile; meager; slight; weak; ungenerous or unkind; frivolous; to despise; to belittle; to look down on; to approach or near; see 薄荷[bo4 he5]
明	Ming Dynasty; surname Ming; Ming, fourth of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God; bright; opposite: dark 暗[an4]; clear; to understand; next; public or open; wise; generic term for a sacrifice to the gods; obviously; plainly; undoubtedly; definitely
纲	head rope of a fishing net; guiding principle; key link; class; outline; program
链	chain; cable; chain; to chain; to enchain
故	happening; instance; reason; cause; intentional; former; old; friend; therefore; hence; to die, dead
恋	to feel attached to; to long for; to love; reluctant
西	the West; abbr. for Spain 西班牙[Xi1 ban1 ya2]; Spanish; west; cubic centimeter
妆	to adorn oneself; makeup; adornment; trousseau; stage makeup and costume
徘	used in 徘徊[pai2 huai2]
潇	deep and clear; howling and pounding; pattering
愤	indignant; anger; resentment; extremely angry
砸	to smash; to pound; to fail; to muck up; to bungle
域	field; region; area; domain
呵	expel breath; my goodness; gentle laughter; chuckle
盲	blind
臂	arm
习	surname Xi; to practice; to study; habit; custom; blowing gently; abundant; flying
扇	to fan; to slap sb on the face; fan; sliding, hinged or detachable flat part of sth; classifier for doors, windows etc
乌	abbr. for Ukraine 烏克蘭|乌克兰[Wu1 ke4 lan2]; surname Wu; crow; black
居	surname Ju; sentence-final particle expressing a doubting attitude; to reside; to be; to store up; to be at a standstill; residence; house; restaurant; classifier for bedrooms
佩	to respect; to wear; girdle ornaments
油	oil; fat; grease; petroleum; to apply tung oil, paint or varnish; oily; greasy; glib; cunning; oily
件	item; component; classifier for events, things, clothes etc
袋	pouch; bag; sack; pocket
欲	desire; appetite; passion; lust; greed; to wish for; to desire
遥	distant; remote; far away; distant; remote
绪	beginnings; clues; mental state; thread
勺	spoon; ladle; abbr. for 公勺[gong1 shao2], centiliter
壳	shell; case; casing; housing; shell; Taiwan pr. [ke2]
殿	palace hall
想	to think; to think of; to devise; to think; to believe; to desire; to want; to miss
肝	liver; to put in long hours, typically late into the night, playing; involving a lot of repetition in order to progress; grindy
醋	vinegar; jealousy
输	to lose; to be beaten; to transport; to donate; to contribute; to enter
肠	intestines
吊	to suspend; to hang up; to hang a person; a string of 100 cash; to lament; to condole with
折	to snap; to break; to sustain a loss; to turn sth over; to turn upside down; to tip sth out; to break; to fracture; to snap; to suffer loss; to bend; to twist; to turn; to change direction; convinced; to convert into; discount; rebate; tenth; classifier for theatrical scenes; to fold; accounts book; to fold
社	society; organization; agency; god of the land
环	surname Huan; ring; hoop; loop; link; classifier for scores in archery etc; to surround; to encircle; to hem in
突	to dash; to move forward quickly; to bulge; to protrude; to break through; to rush out; sudden; Taiwan pr. [tu2]; beating of the heart; pitapat; pulsation of a machine
万	used in 万俟[Mo4 qi2]; surname Wan; ten thousand; a great number; absolutely; wholly
箱	box; trunk; chest
搀	to take by the arm and assist; to mix; to blend; to dilute; to adulterate
蟑	cockroach
谢	surname Xie; to thank; to apologize; to wither; to decline; to thank; thanks; thank you
呕	vomit
廉	old variant of 廉[lian2]; surname Lian; incorruptible; honest; inexpensive; to investigate; side wall of a traditional Chinese house
捷	quick; nimble; Czech; Czech Republic; abbr. for 捷克[Jie2 ke4]; victory; triumph; quick; nimble; prompt
饺	dumplings with meat filling
男	male; Baron, lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]
盯	to watch attentively; to fix one's attention on; to stare at; to gaze at
晒	to shine on; to bask in; to dryin the sun; to expose and shareon the Web; to give the cold shoulder to
翅	wing
开	to open; to start; to turn on; to put in operation; to operate; to run; to boil; to write out; away; off; carat; abbr. for Kelvin, 開爾文|开尔文[Kai1 er3 wen2]; abbr. for 開本|开本[kai1 ben3], book format
摩	to rub
惜	to cherish; to begrudge; to pity; Taiwan pr. [xi2]
碑	a monument; an upright stone tablet; stele
郊	surname Jiao; suburbs; outskirts
彼	that; those; another
治	to rule; to govern; to manage; to control; to harness; to treat; to wipe out; to punish; to research
呼	to call; to cry; to shout; to breath out; to exhale; sound of the wind or the breathing of sb who is sound asleep; to shout; to call out
箭	arrow
芹	Chinese celery
喧	clamor; noise; old variant of 諼|谖[xuan1]
移	to move; to shift; to change; to alter; to remove
区	surname Ou; area; region; district; small; distinguish; insignificant; trifling; merely
轮	wheel; disk; ring; steamship; to take turns; to rotate; classifier for big round objects: disk, or recurring events: round, turn
怨	to blame; resentment; hatred; grudge
诱	to induce; to entice
雀	a freckle; lentigo; small bird; sparrow; also pr. [qiao3]
酿	to ferment; to brew; to make honey; to lead to; to form gradually; wine; stuffed vegetables
屁	fart; flatulence; nonsense; what; a damn thing; buttocks; bottom
淹	to flood; to submerge; to drown; to irritate the skin; to delay
到	to reach; to arrive; to leave for; to go to; to; until; up to; ; considerate; thoughtful; thorough
战	to fight; fight; war; battle
铲	to level off; to root up; to shovel; to remove; spade; shovel
结	to produce; Taiwan pr. [jie2]; knot; sturdy; bond; to tie; to bind; to check out
庆	to celebrate
俭	frugal; thrifty
革	animal hide; leather; to reform; to remove; to expel
年	surname Nian; year; year after year; yearly; every year; annually; grain; harvest
茫	vast, with no clear boundary; fig. hazy; indistinct; unclear; confused; boundless; vast and obscure
姿	beauty; disposition; looks; appearance
扶	to support with the hand; to help sb up; to support oneself by holding onto something; to help
议	to comment on; to discuss; to suggest
猾	sly
按	to press; to push; to leave aside or shelve; to control; to restrain; to keep one's hand on; to check or refer to; according to; in the light of; to make a comment
颖	head of grain; husk; tip; point; clever; gifted; outstanding
卡	to stop; to block; slow; card; truck; calorie; cassette; to block; to be stuck; to be wedged; customs station; a clip; a fastener; a checkpost; Taiwan pr. [ka3]
筹	chip; token; ticket; to prepare; to plan; to raise; resource; way; means
诈	to cheat; to swindle; to pretend; to feign; to draw sb out; to try to extract information by deceit or bluff
插	to insert; stick in; pierce; to take part in; to interfere; to interpose
丑	surname Chou; clown; 2nd earthly branch: 1-3 a.m., 12th solar month, year of the Ox; ancient Chinese compass point: 30°; shameful; ugly; disgraceful
伪	false; fake; forged; bogus; pseudo-; Taiwan pr. [wei4]
数	to count; to count as; to regard as; to enumerate; to list; number; figure; several; a few; frequently; repeatedly; to count; to reckon
党	surname Dang; party; association; club; society
犀	rhinoceros; sharp
侧	the side; to incline towards; to lean; inclined; lateral; side; lean on one side
拌	to mix; to mix in; to toss
嗅	to smell; to sniff; to nose
章	surname Zhang; chapter; section; clause; movement; seal; badge; regulation; order
弦	bow string; string of musical instrument; watchspring; chord; hypotenuse
纵	vertical; north-south; from front to back; longitudinal; lengthwise; military unit corresponding to an army corps; to release; to indulge; to leap up; even if
渐	to imbue; gradual; gradually; gradually
沧	blue-green or azure; vast; cold
践	to fulfill; to tread; to walk
起	to rise; to raise; to get up; to set out; to start; to appear; to launch; to initiate; to draft; to establish; to get; verb suffix, to start; starting from; classifier for occurrences or unpredictable events: case, instance; classifier for groups: batch, group
甲	first of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; ; first; letter "A" or roman "I" in list "A, B, C", or "I, II, III" etc; armor plating; shell or carapace; nail; bladed leather or metal armor; ranking system used in the Imperial examinations; civil administration unit in the baojia 保甲[bao3 jia3] system; ancient Chinese compass point: 75°
讳	to avoid mentioning; taboo word; name of deceased emperor or superior
险	danger; dangerous; rugged
闭	to close; to stop up; to shut; to obstruct
担	to undertake; to carry; to shoulder; to take responsibility; picul; two buckets full; carrying pole and its load; classifier for loads carried on a shoulder pole
冬	winter; surname Dong; beating a drum; rat-a-tat
镜	mirror; lens
眶	eye socket; Taiwan pr. [kuang1]
渔	fisherman; to fish
搏	to fight; to combat; to seize; to beat
叒	obedient; ancient mythical tree
