洽谈	他们正在洽谈合作事宜。	They are discussing cooperation matters.	我们需要洽谈一下这个合同。	We need to discuss this contract.	洽谈之后，双方达成了一致。	After the discussion, both parties reached an agreement.
尖脸	她有一个尖脸。	She has a sharp face.	他的尖脸看起来很有个性。	His sharp face looks very distinctive.	尖脸的人看起来很有气质。	People with sharp faces look very elegant.
日常生活	日常生活中要注意饮食健康。	Pay attention to diet and health in daily life.	他的日常生活很有规律。	His daily life is very regular.	日常生活中要保持良好的心态。	Maintain a good attitude in daily life.
敲字	他在电脑上敲字。	He is typing on the computer.	请不要敲字太大声。	Please do not type too loudly.	她敲字的速度很快。	She types words very quickly.
药妆店	这家药妆店有很多护肤品。	This drug store has a lot of skincare products.	我去药妆店买了一些药品。	I went to the drug store to buy some medicine.	药妆店的生意很好。	The drug store is doing very well.
一幅画	这是一幅画的复制品。	This is a copy of a painting.	他送给我一幅画。	He gave me a painting.	这幅画的价值很高。	This painting is very valuable.
山寨品	这些是山寨品，质量不好。	These are fake goods, the quality is not good.	市场上充斥着各种山寨品。	The market is flooded with all kinds of fake goods.	购买山寨品是不明智的选择。	Buying fake goods is not a wise choice.
生理	生理学是一门重要的学科。	Physiology is an important discipline.	他对生理学很感兴趣。	He is very interested in physiology.	生理变化会影响心理状态。	Physiological changes can affect mental state.
火警	火警响了，请大家迅速撤离。	The fire alarm is ringing, please evacuate quickly.	火警的时候要保持冷静。	Keep calm during a fire alarm.	火警的时候要迅速逃生。	Evacuate quickly during a fire alarm.
镇静	请保持镇静。	Please keep calm.	他在危机中保持了镇静。	He remained calm in the crisis.	她的镇静让人印象深刻。	Her calmness is impressive.
每	每个人都有自己的梦想。	Everyone has their own dreams.	每天都要锻炼身体。	Exercise every day.	每个月都要做一次体检。	Have a physical examination every month.
半年	他们已经分手半年了。	They have been separated for half a year.	半年的时间很快就过去了。	Half a year passed quickly.	半年的时间够改变很多事情。	Half a year is enough time to change many things.
悲观	他对未来很悲观。	He is very pessimistic about the future.	她的态度变得越来越悲观。	Her attitude is becoming more and more pessimistic.	悲观的心态会影响工作效率。	A pessimistic attitude will affect work efficiency.
比如说	有很多运动可以选择，比如说篮球、足球等等。	There are many sports to choose from, for example, basketball, football, and so on.	很多人都有自己的爱好，比如说画画、唱歌等等。	Many people have their own hobbies, such as drawing, singing, and so on.	很多国家都有自己的传统节日，比如说春节、感恩节等等。	Many countries have their own traditional festivals, such as the Spring Festival, Thanksgiving, and so on.
别的	我没有别的要求了。	I have no other requests.	你还有别的事情要告诉我吗？	Do you have anything else to tell me?	别的问题都解决了。	All other issues have been resolved.
潮湿	这个地方很潮湿。	This place is very damp.	潮湿的环境容易滋生细菌。	Damp environments are prone to bacterial growth.	潮湿的天气对身体不好。	Damp weather is not good for the body.
薄弱	他的身体很薄弱。	His body is very weak.	这个国家的基础设施还很薄弱。	The infrastructure of this country is still very weak.	薄弱的光线让人感到不安。	The weak light makes people feel uneasy.
不在乎	他似乎对这个问题不在乎。	He seems not to care about this issue.	她对别人的看法不在乎。	She doesn't care about what others think.	不在乎别人的眼光，只要自己开心就好。	Don't care about others' opinions, just be happy yourself.
做好	请做好你的工作。	Please finish your work well.	他做好了准备。	He is ready.	她做好了离开的准备。	She is ready to leave.
干净	这个房间很干净。	This room is very clean.	她总是保持家里干净整洁。	She always keeps the house clean and tidy.	他的衣服永远都很干净。	His clothes are always very neat.
刮风	今天外面刮风了。	It's windy outside today.	昨天晚上刮风刮得很厉害。	It was very windy last night.	刮风的时候最好不要出门。	It's best not to go out when it's windy.
地毯	客厅里铺着一块地毯。	There is a carpet in the living room.	她喜欢在地毯上练瑜伽。	She likes to practice yoga on the rug.	这块地毯很柔软。	This carpet is very soft.
记得	我记得你的生日是明天。	I remember your birthday is tomorrow.	你记得把钥匙带走了吗？	Do you remember to take the keys with you?	我记得他曾经说过这件事。	I remember he once mentioned this.
生病	他生病了，所以没来上班。	He fell ill, so he didn't come to work.	她昨天生病了，现在正在家休息。	She fell ill yesterday and is resting at home now.	生病的时候要多喝水。	You should drink more water when you're sick.
此	此书是我最喜欢的小说之一。	This book is one of my favorite novels.	此事与你无关。	This matter has nothing to do with you.	此地风景优美。	The scenery here is beautiful.
蒸鸡蛋	早餐时我喜欢吃蒸鸡蛋。	I like to eat steamed eggs for breakfast.	她会做一道很好吃的蒸鸡蛋。	She can make a very delicious steamed egg.	蒸鸡蛋是一道简单又营养的菜。	Steamed egg is a simple and nutritious dish.
各	他们各有各的优点。	They each have their own strengths.	各个城市的气候都不一样。	The climate in each city is different.	各种颜色的花儿都开了。	Flowers of various colors are blooming.
理论上说	理论上说，这是可行的。	Technically, this is feasible.	理论上说，这个方案是可行的。	Technically, this plan is feasible.	理论上说，这是可能的。	Technically, this is possible.
国籍	他的国籍是美国。	His nationality is American.	她的国籍是加拿大。	Her nationality is Canadian.	这个公司的员工有不同的国籍。	The employees of this company have different nationalities.
果汁	我喜欢喝新鲜的果汁。	I like to drink fresh fruit juice.	这家店的果汁很好喝。	The fruit juice in this store is delicious.	她每天早上都会喝一杯橙汁。	She drinks a glass of orange juice every morning.
队员	他是我们足球队的队员之一。	He is one of the team members of our soccer team.	这个团队的队员都很优秀。	All the team members of this team are excellent.	队员们一起努力训练。	The team members train hard together.
大厅	请到大厅等一下。	Please wait in the lobby.	这个大厅非常宽敞。	This hall is very spacious.	大厅里摆满了鲜花。	The lobby is filled with flowers.
此事	我不想再谈论此事。	I don't want to talk about this matter anymore.	此事与你无关。	This matter has nothing to do with you.	此事已经解决了。	This matter has been resolved.
加油站	我需要去加油站加油。	I need to go to the gas station to refuel.	这附近有一家24小时营业的加油站。	There is a 24-hour gas station nearby.	加油站的价格一直在上涨。	The prices at the gas station have been rising.
数学	我对数学很感兴趣。	I am very interested in mathematics.	数学是一门很重要的学科。	Mathematics is a very important subject.	她在数学方面有很高的天赋。	She has a great talent in mathematics.
柴油	这辆卡车使用柴油。	This truck uses diesel fuel.	这个工厂的机器都是用柴油的。	The machines in this factory all use diesel fuel.	柴油的价格一直在上涨。	The price of diesel fuel has been rising.
分类	我们需要对这些文件进行分类。	We need to classify these documents.	这个软件可以帮助你进行图片分类。	This software can help you with image classification.	分类是整理工作的一部分。	Classification is part of the organizing work.
分离	他们分离了很多年。	They have been separated for many years.	这对夫妻决定分离。	This couple decided to separate.	分离是一种痛苦的体验。	Separation is a painful experience.
信用卡	我忘记带信用卡了。	I forgot to bring my credit card.	你可以用信用卡支付。	You can pay with a credit card.	信用卡的使用范围越来越广。	The use of credit cards is becoming more and more widespread.
隔开	这堵墙隔开了两个房间。	This wall separates two rooms.	他们之间有一道隔开的屏障。	There is a barrier separating them.	隔开的两个地方之间有一条小河。	There is a small river separating the two places.
迟疑	她迟疑了一下，然后点了头。	She hesitated for a moment, then nodded.	他迟疑了一下，但最终还是决定去。	He hesitated for a moment, but eventually decided to go.	不要迟疑，赶紧做出决定吧。	Don't hesitate, make a decision quickly.
电子表格	我需要你帮我填写这个电子表格。	I need you to help me fill out this spreadsheet.	这个软件可以创建各种类型的电子表格。	This software can create various types of spreadsheets.	电子表格可以提高工作效率。	Spreadsheets can improve work efficiency.
脆弱	这个国家的经济很脆弱。	The economy of this country is very weak.	她的身体状况一直很脆弱。	Her physical condition has always been very frail.	脆弱的植物需要特别小心照顾。	Fragile plants need special care.
旅游计划	我们正在制定下个月的旅游计划。	We are making travel plans for next month.	她的旅游计划包括很多国家。	Her travel plan includes many countries.	旅游计划需要提前做好。	Travel plans need to be made in advance.
塑料袋	这个超市不提供免费的塑料袋。	This supermarket does not provide free plastic bags.	请把这些东西装进塑料袋里。	Put these things in the plastic bag.	塑料袋对环境有害。	Plastic bags are harmful to the environment.
待办事项	我有很多待办事项要处理。	I have a lot of to-do items to deal with.	她总是把待办事项写在便签上。	She always writes down her to-do items on a note.	待办事项越来越多，压力也越来越大。	The more to-do items, the greater the pressure.
陡峭	这座山的山路很陡峭。	The mountain road is very precipitous.	这个地方的地势非常陡峭。	The terrain of this place is very precipitous.	陡峭的悬崖让人望而生畏。	The steep cliff is awe-inspiring.
全体	全体员工都参加了会议。	All the employees attended the meeting.	全体学生都需要参加运动会。	All the students need to participate in the sports meet.	全体成员都需要遵守规定。	All members need to abide by the regulations.
打游戏	他喜欢打游戏放松。	He likes to play games to relax.	我们一起打游戏吧！	Let's play games together!	打游戏是我最喜欢的娱乐方式之一。	Playing games is one of my favorite forms of entertainment.
惊人	他的成绩真是惊人。	His performance is truly astonishing.	这个发现对科学界来说是惊人的。	This discovery is astonishing for the scientific community.	她的变化真是惊人。	Her transformation is truly astonishing.
立即	请立即离开这个房间。	Please leave this room immediately.	他立即做出了回应。	He immediately made a response.	有问题请立即联系我们。	Please contact us immediately if there are any problems.
性别	填写表格时请注明您的性别。	Please indicate your gender when filling out the form.	性别歧视是不允许的。	Gender discrimination is not allowed.	性别平等是社会发展的重要标志。	Gender equality is an important symbol of social development.
发财	他一夜之间发财了。	He got rich overnight.	发财并不是每个人的目标。	Getting rich is not everyone's goal.	他通过努力工作发财了。	He got rich through hard work.
开通	她是一个很开通的人。	She is a very open-minded person.	开通的思维有助于解决问题。	Open-minded thinking helps solve problems.	开通的态度有助于沟通。	An open-minded attitude helps with communication.
坐下	请大家坐下。	Please everyone sit down.	他走进房间，坐下来休息。	He walked into the room and sat down to rest.	她让孩子们坐下来听故事。	She asked the children to sit down and listen to the story.
夏令营	我去年参加了一个夏令营。	I attended a summer camp last year.	这个夏令营有很多有趣的活动。	This summer camp has many interesting activities.	夏令营的孩子们都玩得很开心。	The children at the summer camp all had a great time.
手臂	他摔断了手臂。	He broke his arm from falling.	她把孩子搂在手臂上。	She held the child in her arms.	他是我们的得力手臂。	He is our helpful assistant.
闹钟	我的闹钟每天早上六点响。	My alarm clock goes off at 6 am every morning.	她的闹钟没响，所以她迟到了。	Her alarm clock didn't go off, so she was late.	我昨晚忘记设置闹钟了。	I forgot to set the alarm clock last night.
样式	这个样式的衣服很受欢迎。	This style of clothing is very popular.	这个房间的样式很有特色。	The style of this room is very distinctive.	她总是喜欢尝试新的样式。	She always likes to try new styles.
坟墓	他们在山上建了一个坟墓。	They built a grave on the mountain.	她每年都会去祖父的坟墓扫墓。	She goes to her grandfather's grave to pay respects every year.	这个坟墓很古老，有很多历史。	This tomb is very old and has a lot of history.
期末	期末考试很快就要开始了。	The end-of-term exams are about to start soon.	她在期末表现得非常出色。	She performed exceptionally well at the end of term.	期末的学习压力很大。	There is a lot of pressure at the end of term.
油炸	这家餐馆的特色菜是油炸鸡。	The specialty dish of this restaurant is deep-fried chicken.	他不喜欢吃油炸食品。	He doesn't like to eat deep-fried food.	她正在学习如何油炸食物。	She is learning how to deep fry food.
馒头	我喜欢吃热腾腾的馒头。	I like to eat hot steamed buns.	这家包子铺的馒头很好吃。	The steamed buns at this bun shop are delicious.	她会做很多种馒头。	She can make many kinds of steamed buns.
拼写检查	在写作文之前，要先做拼写检查。	Before writing an essay, do a spell check first.	这个软件自带拼写检查功能。	This software comes with a spell check function.	你可以用拼写检查来检查这篇文章。	You can use spell check to check this article.
一架飞机	一架飞机正在起飞。	An airplane is taking off.	他的梦想是驾驶一架飞机。	His dream is to pilot an airplane.	一架飞机在天空中飞过。	An airplane is flying across the sky.
一楼	我家在一楼。	My home is on the first floor.	这家商店的货架在一楼。	The shelves of this store are on the first floor.	一楼的办公室很宽敞。	The office on the first floor is spacious.
一把伞	她拿着一把伞走进了雨中。	She walked into the rain with an umbrella.	请你帮我拿一把伞。	Can you help me get an umbrella?	他的一把伞被风吹走了。	His umbrella was blown away by the wind.
接她下班	我今天要接她下班。	I'm going to pick her up from work today.	他每天都会接她下班。	He picks her up from work every day.	我可以帮你接她下班。	I can help you pick her up from work.
从商	他的家族世代从商。	His family has been in business for generations.	她决定从商，开了一家小店。	She decided to do business and opened a small shop.	从商需要很多勇气和智慧。	Doing business requires a lot of courage and wisdom.
工位	这个工位的电脑坏了。	The computer at this workstation is broken.	他的工位离我的很近。	His workstation is very close to mine.	这个工位的设备都很齐全。	The equipment at this workstation is very complete.
亿	这个国家有十几亿人口。	This country has a population of over a billion.	这个项目花了数十亿美元。	This project cost tens of billions of dollars.	亿是一个很大的数字。	A billion is a very large number.
树叶	秋天，树叶会变黄。	In autumn, the leaves will turn yellow.	她在树叶上写下了一封信。	She wrote a letter on the leaves.	树叶在风中飘落。	The leaves are falling in the wind.
这次爬山	这次爬山真的很有挑战性。	This hiking trip is really challenging.	这次爬山的风景很美。	The scenery of this hiking trip is beautiful.	这次爬山让我更加了解自己。	This hiking trip made me understand myself better.
体重	她的体重增加了十斤。	Her body weight increased by ten pounds.	体重对健康很重要。	Body weight is very important for health.	他一直在控制自己的体重。	He has been controlling his body weight.
灌溉	这片土地需要灌溉。	This land needs to be irrigated.	他们用水车来灌溉庄稼。	They use a water cart to irrigate the crops.	灌溉是农业生产的重要环节。	Irrigation is an important part of agricultural production.
岁月	岁月如梭。	Time flies.	岁月在她脸上留下了痕迹。	Time has left its mark on her face.	岁月是最好的见证者。	Time is the best witness.
太空	他梦想成为一名太空飞行员。	He dreams of becoming a space pilot.	太空中有很多未知的事物。	There are many unknown things in outer space.	太空探索是人类的梦想。	Exploring outer space is the dream of humanity.
天然气	这个国家的天然气资源很丰富。	This country has abundant natural gas resources.	我们家用天然气做饭。	We use natural gas for cooking at home.	天然气是清洁能源之一。	Natural gas is one of the clean energy sources.
系列	这是一套系列小说。	This is a series of novels.	这个品牌有很多不同系列的产品。	This brand has many different series of products.	这是他的系列作品之一。	This is one of his series of works.
亚运会	他在亚运会上获得了金牌。	He won a gold medal at the Asian Games.	亚运会是亚洲各国的体育盛会。	The Asian Games is a sports event for countries in Asia.	亚运会的开幕式很精彩。	The opening ceremony of the Asian Games was spectacular.
乌云	天空中飘过了一片乌云。	A black cloud drifted across the sky.	乌云密布，预示着暴风雨即将来临。	The dark clouds gathering heralded the imminent storm.	乌云笼罩着整个城市。	Black clouds shrouded the entire city.
坚硬	这个石头很坚硬。	This stone is very hard.	他的态度坚硬得让人无法接近。	His attitude is so hard that people can't get close.	这个材料坚硬耐用。	This material is hard and durable.
整整	他整整等了一个小时。	He waited for a whole hour.	整整一年，他都在外地工作。	For a full year, he worked out of town.	整整一天，他都在图书馆学习。	He studied in the library for the whole day.
简化	这个流程需要简化。	This process needs to be simplified.	他的解释把问题简化了。	His explanation simplified the problem.	我们需要简化这个方案。	We need to simplify this plan.
犹豫	她犹豫了一下，然后点了菜。	She hesitated for a moment, then ordered the dish.	他犹豫着是否要接受这个工作。	He hesitated about whether to take the job.	在关键时刻，不要犹豫。	Don't hesitate at a critical moment.
泡茶	她喜欢用玻璃壶泡茶。	She likes to make tea with a glass teapot.	他正在厨房泡茶。	He is making tea in the kitchen.	泡茶是一种放松的方式。	Making tea is a relaxing way.
诊断	医生诊断出了她的病情。	The doctor diagnosed her condition.	这个仪器可以帮助诊断疾病。	This instrument can help diagnose diseases.	医生正在诊断他的病情。	The doctor is diagnosing his condition.
园地	这个园地里有很多不同种类的花。	There are many different types of flowers in this garden area.	她在园地里种了很多蔬菜。	She planted a lot of vegetables in the garden area.	这个园地是孩子们的游乐场所。	This garden area is a playground for children.
局部	这个问题只影响到了局部地区。	This issue only affects a local area.	他的伤势只是局部的。	His injury is only partial.	我们需要关注整体，而不是局部。	We need to focus on the whole, not just the parts.
刊物	这本刊物每月出版一次。	This publication is published monthly.	这家出版社出版了很多刊物。	This publishing house has published many publications.	这是一份很有影响力的刊物。	This is a very influential publication.
考古	他对考古学很感兴趣。	He is very interested in archaeology.	这个地区有很多考古遗址。	This area has many archaeological sites.	考古学是一门很有意思的学科。	Archaeology is a very interesting discipline.
菜市场	我喜欢在菜市场买新鲜的蔬菜。	I like to buy fresh vegetables at the food market.	这个菜市场每天都很热闹。	This food market is bustling every day.	菜市场里有很多新鲜的海鲜。	There are a lot of fresh seafood in the food market.
醉	他昨晚喝醉了。	He got drunk last night.	她看起来有点醉了。	She looks a little intoxicated.	他的酒量很大，不容易醉。	He can hold his liquor and doesn't get drunk easily.
空白	这张纸上有一片空白。	There is a blank space on this piece of paper.	她的脑海里一片空白。	Her mind is a blank.	填写完整，不要留下空白。	Fill it out completely, don't leave any blank spaces.
口腔	口腔卫生很重要。	Oral hygiene is very important.	医生正在检查我的口腔。	The doctor is examining my oral cavity.	她对口腔保健有很多研究。	She has done a lot of research on oral cavity care.
风铃	风铃在风中发出悦耳的声音。	The wind chimes make a pleasant sound in the wind.	她家的院子里挂满了风铃。	Her yard is full of wind chimes.	风铃的声音让人感到宁静。	The sound of wind chimes brings a sense of tranquility.
思想开放	她是一个思想开放的人。	She is an open-minded person.	我们应该保持思想开放。	We should keep an open mind.	思想开放是一个进步的标志。	Open-mindedness is a sign of progress.
白塔	白塔是这座城市的标志性建筑。	The White Tower is the iconic building of this city.	这座白塔有着悠久的历史。	This white tower has a long history.	白塔在夕阳下显得格外美丽。	The White Tower looks especially beautiful in the sunset.
中东	中东地区的文化很有魅力。	The culture of the Middle East is very charming.	中东地区的石油资源很丰富。	The Middle East has abundant oil resources.	中东地区的气候条件比较复杂。	The climate conditions in the Middle East are quite complex.
一家三口	他们是一个幸福的一家三口。	They are a happy family of three.	这个餐厅适合一家三口用餐。	This restaurant is suitable for a family of three to dine.	一家三口一起去旅行很开心。	It's very enjoyable for a family of three to travel together.
让人分心	这些噪音会让人分心。	These noises can be distracting.	她的美貌让人分心。	Her beauty is distracting.	这个问题一直让人分心。	This issue has been distracting people.
收起来	把玩具收起来。	Put away the toys.	晚饭后，把餐具收起来。	Put away the tableware after dinner.	把书收起来，不要乱放。	Put the books away, don't leave them lying around.
气味	这个花园里弥漫着花的气味。	The scent of flowers fills the garden.	这个房间里有一股奇怪的气味。	There is a strange odor in this room.	这种香水有一种特别的气味。	This perfume has a special scent.
奢侈品	她喜欢购买奢侈品。	She likes to buy luxury goods.	这个品牌的奢侈品很受欢迎。	The luxury goods of this brand are very popular.	奢侈品并不是每个人都能消费得起的。	Not everyone can afford luxury goods.
溶解	把糖溶解在水里。	Dissolve the sugar in water.	这种药片可以溶解在水里。	These tablets can dissolve in water.	盐可以在水中溶解。	Salt can dissolve in water.
新西兰	新西兰是一个美丽的国家。	New Zealand is a beautiful country.	新西兰有很多独特的动植物。	New Zealand has many unique flora and fauna.	新西兰的风景非常迷人。	The scenery of New Zealand is very charming.
乡郊野外	他喜欢在乡郊野外散步。	He likes to take a walk in the countryside.	乡郊野外的空气非常清新。	The air in the countryside is very fresh.	乡郊野外的风景非常美丽。	The scenery in the countryside is very beautiful.
揉面团	她在揉面团。	She is kneading the dough.	揉面团需要一些力气。	Kneading dough requires some strength.	揉面团的时候要用力。	Use strength when kneading the dough.
坍塌	这座建筑已经坍塌了。	This building has already collapsed.	这个计划因为资金问题而坍塌了。	This plan collapsed due to financial issues.	他的信心在挫折面前坍塌了。	His confidence collapsed in the face of setbacks.
水龙头	请把水龙头关上。	Please turn off the faucet.	这个水龙头漏水了。	This tap is leaking.	水龙头坏了，需要修理。	The faucet is broken and needs to be repaired.
天主教	他信奉天主教。	He believes in Catholicism.	天主教在这个国家有很多信徒。	There are many believers of Catholicism in this country.	她对天主教的了解很深。	She has a deep understanding of Catholicism.
性丑闻	这个明星卷入了性丑闻。	This celebrity is involved in a sex scandal.	性丑闻对他的事业造成了很大影响。	The sex scandal had a big impact on his career.	这个政治人物因性丑闻下台了。	This politician stepped down due to a sex scandal.
巷	这条巷子很窄。	This lane is very narrow.	这个巷口有一个小餐馆。	There is a small restaurant at the alley entrance.	他住在一个幽静的巷子里。	He lives in a quiet lane.
寻觅	他一直在寻觅真爱。	He has been looking for true love.	我们需要寻觅新的机会。	We need to look for new opportunities.	她在寻觅自己的人生目标。	She is looking for her life's goal.
挣扎	他在水里挣扎着。	He is struggling in the water.	这个团队正在挣扎着度过难关。	The team is struggling to get through a difficult situation.	她挣扎着站了起来。	She struggled to stand up.
主权	这个国家的主权受到了侵犯。	The sovereignty of this country has been violated.	主权是每个国家都非常重视的。	Sovereignty is highly valued by every country.	这个条约涉及到国家的主权问题。	This treaty involves the issue of national sovereignty.
自发	他们自发地组织了一场义卖活动。	They spontaneously organized a charity sale.	这种行为是自发的，没有受到外部影响。	This behavior is spontaneous and not influenced by external factors.	他们之间的互助是自发的。	The mutual assistance between them is spontaneous.
冰雪	这个地区的冬天充满了冰雪。	The winter in this area is full of ice and snow.	她喜欢冰雪运动。	She likes ice and snow sports.	冰雪给这个城市增添了一份美丽。	Ice and snow add a touch of beauty to this city.
付钱	请你付钱。	Please pay.	我已经付钱了。	I have already paid.	他忘记付钱了。	He forgot to pay.
道歉	他向她道歉了。	He apologized to her.	她没有及时道歉。	She didn't apologize in time.	他的道歉让她感到很欣慰。	His apology made her feel relieved.
非常欢迎	你来的非常欢迎。	You are very welcome to come.	我们对你的到来非常欢迎。	We are very welcoming of your arrival.	非常欢迎你的加入。	We warmly welcome your participation.
但是	我很忙，但是我会尽快完成。	I'm very busy, but I will finish as soon as possible.	他很努力，但是成绩不理想。	He works very hard, but the results are not ideal.	这个问题很复杂，但是我们会解决。	This problem is very complicated, but we will solve it.
固定搭配	学习固定搭配有助于提高语言表达能力。	Learning collocations helps to improve language expression.	这个词和那个词是一个固定搭配。	This word and that word are a collocation.	在学习中，要注意固定搭配的用法。	In learning, pay attention to the usage of collocations.
心理状态	她的心理状态很复杂。	Her mental state is very complicated.	他的心理状态对工作产生了影响。	His mental state has affected his work.	心理状态是健康的重要组成部分。	Mental state is an important part of health.
并非	这并非我的意思。	This really isn't what I meant.	他的话并非完全正确。	His words really aren't completely correct.	这并非一个简单的问题。	This really isn't a simple problem.
风险	这个项目存在很大的风险。	This project has a lot of risk.	投资有风险，需谨慎。	Investment has risks, so caution is needed.	他们冒着生命的风险去救人。	They risked their lives to save others.
二十年	他们已经结婚二十年了。	They have been married for twenty years.	这个城市已经发生了翻天覆地的变化，二十年前的样子早已不复存在。	This city has undergone earth-shaking changes, the appearance of twenty years ago no longer exists.	二十年后，我希望我们还能在一起。	Twenty years later, I hope we can still be together.
鼓励	老师经常鼓励我们。	The teacher often encourages us.	父母的鼓励对孩子的成长很重要。	Parents' encouragement is important for children's growth.	他的成功鼓励了我们大家。	His success encouraged all of us.
回到	我想回到家。	I want to return home.	他回到了他的故乡。	He returned to his hometown.	她回到了过去的生活中。	She returned to her past life.
当天	我当天就买了这件衣服。	I bought this clothes the same day.	他当天就决定了。	He decided the same day.	当天的事情我都记得很清楚。	I remember the things of the same day very clearly.
发怒	他很容易发怒。	He gets angry easily.	她的发怒让我感到害怕。	Her anger makes me scared.	他发怒的时候，没人敢接近他。	No one dares to approach him when he gets angry.
发言人	他是我们公司的发言人。	He is the spokesperson for our company.	政府的发言人发布了一份声明。	The government spokesperson issued a statement.	公司的发言人对此事进行了回应。	The company's spokesperson responded to the matter.
法庭	他们在法庭上见面了。	They met in the court of law.	她在法庭上为自己辩护。	She defended herself in the court of law.	这个案件将在法庭上审理。	This case will be tried in the court of law.
秋季	秋季是一个收获的季节。	Autumn is a season of harvest.	我喜欢秋季的清爽。	I like the freshness of autumn.	秋季的风景很美。	The scenery in autumn is beautiful.
拿走	请把这个垃圾拿走。	Please take away this garbage.	他拿走了我的书。	He took away my book.	你可以拿走你想要的东西。	You can take away what you want.
电动汽车	他的电动汽车很环保。	His electric car is very environmentally friendly.	我想买一辆电动汽车。	I want to buy an electric car.	电动汽车的市场需求正在增长。	The market demand for electric cars is growing.
陪同	我会陪同你去医院。	I will accompany you to the hospital.	她陪同我参加了聚会。	She accompanied me to the party.	他陪同着她度过了一个愉快的下午。	He accompanied her through a pleasant afternoon.
平方米	这个房间有100平方米。	This room is 100 square meters.	这块地有多少平方米？	How many square meters is this piece of land?	这个地方有多大？-大约50平方米。	How big is this place? - About 50 square meters.
一条裙子	她穿着一条漂亮的裙子。	She is wearing a beautiful dress.	这是一条很漂亮的裙子。	This is a very pretty skirt.	她买了一条新裙子。	She bought a new dress.
散文	我喜欢写散文。	I like to write prose.	这篇散文很有意境。	This essay is very artistic.	他的散文写得很好。	His prose is very well written.
企业家	他是一位成功的企业家。	He is a successful entrepreneur.	这个城市需要更多的企业家。	This city needs more entrepreneurs.	她梦想成为一名企业家。	She dreams of becoming an entrepreneur.
一点点	我只想吃一点点。	I just want to eat a little bit.	这里有一点点咖啡。	There is a little bit of coffee here.	他只有一点点时间。	He only has a little bit of time.
摄像	我会摄像你的演讲。	I will videotape your speech.	他喜欢摄像风景。	He likes to videotape scenery.	这个摄像机可以摄像高清视频。	This camera can videotape high-definition videos.
吃的	我去买一些吃的。	I'm going to buy some food.	这是我的吃的。	This is my food.	他喜欢吃的很多。	He likes a lot of food.
缺陷	这个产品有一些缺陷。	This product has some defects.	她的缺陷并不影响她的工作。	Her flaws do not affect her work.	他的缺陷让他更加努力。	His defects make him work even harder.
能力很差	他的能力很差。	His ability is very poor.	她的数学能力很差。	Her math ability is very poor.	这个团队的协作能力很差。	The teamwork ability of this team is very poor.
热水器	我家的热水器坏了。	The water heater in my house is broken.	这个热水器很节能。	This water heater is very energy efficient.	热水器的温度可以调节吗？	Can the temperature of the water heater be adjusted?
人权	人权是不可侵犯的。	Human rights are inviolable.	这个组织致力于维护人权。	This organization is dedicated to safeguarding human rights.	人权是每个人的基本权利。	Human rights are the basic rights of everyone.
正是	这正是我要找的东西。	This is precisely what I'm looking for.	他的话正是事实。	What he said is precisely the truth.	这正是我所需要的。	This is precisely what I need.
棒球棒	他的棒球棒很结实。	His baseball bat is very sturdy.	这个棒球棒很轻。	This baseball bat is very light.	你的棒球棒在哪里？	Where is your baseball bat?
时节	这个时节正是采摘水果的季节。	This season is the time for picking fruits.	春天是植物生长的时节。	Spring is the season for plant growth.	这个时节正是出游的好时机。	This time is a good time for traveling.
航天	他梦想成为一名航天员。	He dreams of becoming an astronaut.	航天技术正在不断发展。	Space flight technology is constantly developing.	航天是一个充满挑战的领域。	Space flight is a challenging field.
组长	他是我们小组的组长。	He is the leader of our group.	这个组长很有领导力。	This group leader has great leadership.	她是一个优秀的组长。	She is an excellent group leader.
司长	他是这个局的司长。	He is the bureau chief of this department.	司长的工作很忙碌。	The bureau chief's work is very busy.	司长对这个项目很重视。	The bureau chief attaches great importance to this project.
西部	他在西部长大。	He grew up in the western part.	这个城市的西部有很多名胜古迹。	The western part of this city has many famous historical sites.	西部的风景很美。	The scenery in the western part is beautiful.
太阳能	太阳能是一种清洁能源。	Solar energy is a clean energy source.	这个家庭使用太阳能供暖。	This household uses solar energy for heating.	太阳能的利用对环境有益。	The use of solar energy is beneficial to the environment.
熟成	这个水果已经熟成了。	This fruit has already ripened.	这个奶酪需要熟成一段时间。	This cheese needs to ripen for a period of time.	熟成的水果更加甜美。	Ripe fruit is even sweeter.
没那么乱	整理一下，就没那么乱了。	Tidy up, and it won't be so messy.	她的房间没那么乱了。	Her room is not so messy anymore.	只要你整理一下，就没那么乱了。	As long as you tidy up, it won't be so messy.
胸部	她的胸部很丰满。	Her chest is very full.	他的胸部受伤了。	His chest is injured.	胸部的保护很重要。	Protecting the chest is very important.
火焰	火焰在燃烧。	The flame is burning.	火焰的颜色很美。	The color of the flame is beautiful.	火焰的温度很高。	The temperature of the flame is very high.
外头	他在外头等着。	He is waiting outside.	外头的天气很好。	The weather outside is very nice.	外头的风景很美。	The scenery outside is beautiful.
杏仁糊	我喜欢吃杏仁糊。	I like to eat almond paste.	这家店的杏仁糊很好吃。	The almond paste in this shop is delicious.	杏仁糊是一种传统美食。	Almond paste is a traditional delicacy.
