临	lin2	/to face/to overlook/to arrive/to be (just) about to/just before/
喻	yu4;Yu4	/surname Yu/to describe sth as/an analogy/a simile/a metaphor/an allegory/
走	zou3	/to walk/to go/to run/to move (of vehicle)/to visit/to leave/to go away/to die (euph.)/from/through/away (in compound verbs, such as 撤走[che4 zou3])/to change (shape, form, meaning)/
贩	fan4	/to deal in/to buy and sell/to trade in/to retail/to peddle/
皇	huang2;Huang2	/surname Huang/emperor/old variant of 惶[huang2]/magnificent/variant of 惶惶[huang2 huang2]/variant of 遑遑[huang2 huang2]/
木	mu4;Mu4	/surname Mu/(bound form) tree/(bound form) wood/unresponsive; numb; wooden/
捎	shao1	/to bring sth to sb/to deliver/
催	cui1	/to urge/to press/to prompt/to rush sb/to hasten sth/to expedite/
仍	reng2	/still; yet/to remain/(literary) frequently; often/
终	zhong1	/end/finish/
尽	jin4;jin3	/to the greatest extent/(when used before a noun of location) furthest or extreme/to be within the limits of/to give priority to/to use up/to exhaust/to end/to finish/to the utmost/exhausted/finished/to the limit (of sth)/all/entirely/
涉	she4	/(literary) to wade across a body of water/(bound form) to experience/to undergo/to be involved/to concern/
挖	wa1	/to dig/to excavate/to scoop out/
祝	zhu4;Zhu4	/surname Zhu/to pray for/to wish (sb bon voyage, happy birthday etc)/person who invokes the spirits during sacrificial ceremonies/
槽	cao2	/trough/manger/groove/channel/(Tw) (computing) hard drive/
那	Nuo2;nuo2;na3;na4;Na1	/surname Na/surname Nuo/variant of 哪[na3]/(specifier) that; the; those (colloquial pr. [nei4])/(pronoun) that (referring to persons, things or situations)/then (in that case)/(archaic) many/beautiful/how/old variant of 挪[nuo2]/
检	jian3	/to check/to examine/to inspect/to exercise restraint/
再	zai4	/again; once more; re-/second; another/then (after sth, and not until then)/no matter how ... (followed by an adjective or verb, and then (usually) 也[ye3] or 都[dou1] for emphasis)/
尔	er3	/variant of 爾|尔[er3]/thus/so/like that/you/thou/
迁	qian1	/to move/to shift/to change (a position or location etc)/to promote/
稍	shao1;shao4	/somewhat/a little/see 稍息[shao4 xi1]/somewhat/a little/slightly/
勿	wu4	/do not/
毯	tan3	/blanket/rug/
赋	fu4	/poetic essay/taxation/to bestow on/to endow with/
赴	fu4	/to go/to visit (e.g. another country)/to attend (a banquet etc)/
亭	ting2	/pavilion/booth/kiosk/erect/
呻	shen1	/(literary) to recite; to chant; to intone/(bound form) groan/
拄	zhu3	/to lean on/to prop on/
预	yu4	/to advance/in advance/beforehand/to prepare/
征	zheng1	/journey/trip/expedition/to go on long campaign/to attack/to invite/to recruit/to levy (taxes)/to draft (troops)/phenomenon/symptom/characteristic sign (used as proof)/evidence/
钞	chao1	/money/paper money/variant of 抄[chao1]/
觅	mi4	/(literary) to seek/to find/old variant of 覓|觅[mi4]/
汁	zhi1	/juice/
雷	Lei2;lei2	/surname Lei/thunder/(bound form) (military) mine, as in 地雷[di4 lei2] land mine/(coll.) to shock; to stun; to astound/(Tw) (coll.) spoiler/(Tw) (coll.) to reveal plot details to (sb)/
岳	Yue4;yue4	/surname Yue/wife's parents and paternal uncles/surname Yue/high mountain/highest peak of a mountain ridge/
活	huo2	/to live/alive/living/work/workmanship/while still alive/simply/totally/
辙	zhe2	/rut; track of a wheel (Taiwan pr. [che4])/(coll.) the direction of traffic/a rhyme (of a song, poem etc)/(dialect) (usu. after 有[you3] or 沒|没[mei2]) way; idea/
况	kuang4	/moreover/situation/
湾	wan1	/bay/gulf/to cast anchor/to moor (a boat)/
星	xing1	/star/heavenly body/satellite/small amount/(coll.) a star; the stars in the sky/
遇	yu4;Yu4	/surname Yu/(bound form) to encounter; to happen upon; to meet unplanned/(bound form) to treat; to receive/
浊	zhuo2	/turbid/muddy/impure/
岔	cha4	/fork in road/bifurcation/branch in road, river, mountain range etc/to branch off/to turn off/to diverge/to stray (from the path)/to change the subject/to interrupt/to stagger (times)/
劫	jie2	/variant of 劫[jie2]/variant of 劫[jie2]/variant of 劫[jie2]/to rob/to plunder/to seize by force/to coerce/calamity/abbr. for kalpa 劫波[jie2 bo1]/
换	huan4	/to exchange/to change (clothes etc)/to substitute/to switch/to convert (currency)/
适	kuo4;shi4;Shi4	/see 李适[Li3 Kuo4]/surname Shi/to fit/suitable/proper/just (now)/comfortable/well/to go/to follow or pursue/
屋	wu1	/(bound form) house/(bound form) room/
脆	cui4	/old variant of 脆[cui4]/brittle/fragile/crisp/crunchy/clear and loud voice/neat/crispy/
钻	zuan1;zuan4	/variant of 鑽|钻[zuan4]/to drill/to bore/to get into/to make one's way into/to enter (a hole)/to thread one's way through/to study intensively/to dig into/to curry favor for personal gain/an auger/diamond/
拗	ao4;niu4	/variant of 拗[ao4]/to bend in two so as to break/to defy/to disobey/also pr. [ao3]/stubborn/obstinate/
访	fang3	/(bound form) to visit/to call on/to seek/to inquire/to investigate/
谴	qian3	/to censure/to reprimand/
消	xiao1	/to diminish; to subside/to consume; to reduce/to idle away (the time)/(after 不[bu4] or 只[zhi3] or 何[he2] etc) to need; to require; to take/
睛	jing1	/eye; eyeball/
迹	ji4	/footprint/mark/trace/vestige/sign/indication/Taiwan pr. [ji1]/variant of 跡|迹[ji4]/variant of 跡|迹[ji4]/
竟	jing4	/unexpectedly/actually/to go so far as to/indeed/
楚	Chu3;chu3	/surname Chu/abbr. for Hubei 湖北省[Hu2 bei3 Sheng3] and Hunan 湖南省[Hu2 nan2 Sheng3] provinces together/Chinese kingdom during the Spring and Autumn and Warring States Periods (722-221 BC)/distinct/clear/orderly/pain/suffering/deciduous bush used in Chinese medicine (genus Vitex)/punishment cane (old)/neat/lovely/
梁	Liang2;liang2	/Liang Dynasty (502-557)/Later Liang Dynasty (907-923)/surname Liang/roof beam/beam (structure)/bridge/variant of 梁[liang2]/
航	hang2	/boat/ship/craft/to navigate/to sail/to fly/
沼	zhao3	/pond/pool/
说	shui4;shuo1	/to persuade/to speak; to talk; to say/to explain; to comment/to scold; to tell off/(bound form) theory; doctrine/to say sth/variant of 說|说[shuo1]/
憋	bie1	/to choke/to stifle/to restrain/to hold back/to hold in (urine)/to hold (one's breath)/
管	guan3;Guan3	/variant of 管[guan3]/surname Guan/to take care (of)/to control/to manage/to be in charge of/to look after/to run/to care about/tube/pipe/woodwind/classifier for tube-shaped objects/particle similar to 把[ba3] in 管...叫 constructions/writing brush/(coll.) to/towards/
昔	Xi1;xi1	/surname Xi/former times/the past/Taiwan pr. [xi2]/
冰	bing1	/ice/CL:塊|块[kuai4]/to chill sth/(of an object or substance) to feel cold/(of a person) cold/unfriendly/(slang) methamphetamine/variant of 冰[bing1]/
蝶	die2	/variant of 蝶[die2]/(bound form) butterfly/
踊	yong3	/leap/leap/
儿	ren2;er2;r5	/variant of 人[ren2]/"person" radical in Chinese characters (Kangxi radical 10), occurring in 兒, 兀, 兄 etc/child/son/non-syllabic diminutive suffix/retroflex final/
烟	yan1	/cigarette or pipe tobacco/CL:根[gen1]/smoke/mist/vapour/CL:縷|缕[lu:3]/tobacco plant/(of the eyes) to be irritated by smoke/
绸	chou2	/(light) silk/CL:匹[pi3]/
梯	ti1	/ladder/stairs/
贬	bian3	/to diminish/to demote/to reduce or devaluate/to disparage/to censure/to depreciate/
背	bei4;bei1	/variant of 背[bei1]/to be burdened/to carry on the back or shoulder/the back of a body or object/to turn one's back/to hide something from/to learn by heart/to recite from memory/unlucky (slang)/hard of hearing/
湖	hu2	/lake/CL:個|个[ge4],片[pian4]/
南	Nan2;nan2	/surname Nan/south/
泳	yong3	/swimming/to swim/
碍	ai4	/to hinder/to obstruct/to block/
楼	lou2;Lou2	/surname Lou/house with more than 1 story/storied building/floor/CL:層|层[ceng2],座[zuo4],棟|栋[dong4]/
搬	ban1	/to move (i.e. relocate oneself)/to move (sth relatively heavy or bulky)/to shift/to copy indiscriminately/
骨	gu3	/bone/
里	Li3;li3	/variant of 裡|里[li3]/lining/interior/inside/internal/also written 裏|里[li3]/Li (surname)/li, ancient measure of length, approx. 500 m/neighborhood/ancient administrative unit of 25 families/(Tw) borough, administrative unit between the township 鎮|镇[zhen4] and neighborhood 鄰|邻[lin2] levels/
土	Tu3;tu3	/Tu (ethnic group)/surname Tu/earth/dust/clay/local/indigenous/crude opium/unsophisticated/one of the eight categories of ancient musical instruments 八音[ba1 yin1]/
沃	wo4	/fertile/rich/to irrigate/to wash (of river)/
傲	ao4	/proud/arrogant/to despise/unyielding/to defy/
蚂	ma1;ma4;ma3	/dragonfly/ant/grasshopper/
趁	chen4	/to avail oneself of/to take advantage of/old variant of 趁[chen4]/
鞭	bian1	/whip or lash/to flog/to whip/conductor's baton/segmented iron weapon (old)/penis (of animal, served as food)/
宽	kuan1;Kuan1	/surname Kuan/wide/broad/loose/relaxed/lenient/
采	cai3;cai4	/to pick/to pluck/to collect/to select/to choose/to gather/color/complexion/looks/variant of 彩[cai3]/variant of 採|采[cai3]/allotment to a feudal noble/
恕	shu4	/to forgive/
且	qie3	/and/moreover/yet/for the time being/to be about to/both (... and...)/
氓	meng2;mang2	/used in 流氓[liu2 mang2]/common people/
缀	zhui4;chuo4	/variant of 輟|辍[chuo4]/to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish/
清	Qing1;qing1	/Qing (Wade-Giles: Ch'ing) dynasty of imperial China (1644-1911)/surname Qing/(of water etc) clear; clean/quiet; still/pure; uncorrupted/clear; distinct/to clear; to settle (accounts)/
宝	bao3	/variant of 寶|宝[bao3]/jewel/gem/treasure/precious/darling; baby/
本	ben3	/(bound form) root; stem/(bound form) origin; source/(bound form) one's own; this/(bound form) this; the current (year etc)/(bound form) original/(bound form) inherent/originally; initially/capital; principal/classifier for books, periodicals, files etc/notebook computer (diminutive)/laptop/
功	gong1	/meritorious deed or service/achievement/result/service/accomplishment/work (physics)/
巨	ju4	/very large; huge; tremendous; gigantic/
娶	qu3	/to take a wife/to marry (a woman)/
弱	ruo4	/weak; feeble/young/inferior; not as good as/(following a decimal or fraction) slightly less than/
桃	tao2	/peach/
饰	shi4	/decoration/ornament/to decorate/to adorn/to hide/to conceal (a fault)/excuse (to hide a fault)/to play a role (in opera)/to impersonate/
阐	chan3	/to express/to disclose/to enlighten/to open/
咯	ge1;lo5;luo4	/(phonetic)/(final particle similar to 了[le5], indicating that sth is obvious)/to cough up/also pr. [ka3]/(onom.) gurgle/
顺	shun4	/to obey/to follow/to arrange/to make reasonable/along/favorable/
弄	long4;nong4	/lane/alley/to do/to manage/to handle/to play with/to fool with/to mess with/to fix/to toy with/old variant of 弄[nong4]/variant of 弄[long4]/
辽	Liao2;liao2	/short name for Liaoning 遼寧|辽宁[Liao2 ning2] province/Liao or Khitan dynasty (916-1125)/(bound form) distant; faraway/
劈	pi3;pi1	/to hack/to chop/to split open/(of lightning) to strike/to split in two/to divide/
劝	quan4	/to advise/to urge/to try to persuade/to exhort/to console/to soothe/
远	yuan4;yuan3	/far/distant/remote/(intensifier in a comparison) by far/much (lower etc)/to distance oneself from (classical)/distant/by far/
鲜	xian1;xian3	/variant of 鮮|鲜[xian3]/variant of 尟|鲜[xian3]/fresh/bright (in color)/delicious/tasty/delicacy/aquatic foods/few/rare/fish/old variant of 鮮|鲜[xian1]/old variant of 鮮|鲜[xian3]/
颈	geng3;jing3	/used in 脖頸兒|脖颈儿[bo2 geng3 r5]/neck/
铃	ling2	/(small) bell/CL:隻|只[zhi1]/
楂	cha2;zha1	/fell trees/raft/to hew/Chinese hawthorn/
什	shi2;shen2	/what/ten (used in fractions, writing checks etc)/assorted/miscellaneous/
辞	ci2	/old variant of 辭|辞[ci2]/to resign/to dismiss/to decline/(literary) to take leave/(archaic poetic genre) ballad/variant of 詞|词[ci2]/
吐	tu3;tu4	/to spit/to send out (silk from a silkworm, bolls from cotton flowers etc)/to say/to pour out (one's grievances)/to vomit/to throw up/
澳	ao4;Ao4	/Macao (abbr. for 澳門|澳门[Ao4 men2])/Australia (abbr. for 澳大利亞|澳大利亚[Ao4 da4 li4 ya4])/deep bay; cove; harbor/
拙	zhuo1	/awkward/clumsy/dull/inelegant/(polite) my/Taiwan pr. [zhuo2]/
短	duan3	/short/brief/to lack/weak point/fault/
闺	gui1	/small arched door/boudoir; lady's chamber/(fig.) women/
狮	shi1	/(bound form) lion/
市	shi4	/market/city/CL:個|个[ge4]/
速	su4	/fast/rapid/quick/velocity/
困	kun4	/to trap/to surround/hard-pressed/stranded/destitute/sleepy/tired/
暂	zan4	/temporary/Taiwan pr. [zhan4]/to scurry/variant of 暫|暂[zan4]/
锋	feng1	/point of a spear/edge of a tool/vanguard/forward (in sports team)/
崖	ya2	/precipice/cliff/Taiwan pr. [yai2]/
等	deng3	/to wait for; to await/by the time; when; till/and so on; etc.; et al./(bound form) class; rank; grade/(bound form) equal to; same as/(used to end an enumeration)/(literary) (plural suffix attached to a personal pronoun or noun)/et cetera/and so on .../wait a minute!/hold on!/
账	zhang4	/account/bill/debt/CL:本[ben3],筆|笔[bi3]/
衡	heng2	/to weigh/weight/measure/
姓	xing4	/family name/surname/CL:個|个[ge4]/to be surnamed/
稳	wen3	/settled; steady; stable/
怠	dai4	/idle/lazy/negligent/careless/
耍	shua3;Shua3	/surname Shua/to play with/to wield/to act (cool etc)/to display (a skill, one's temper etc)/
围	Wei2;wei2	/surname Wei/to encircle/to surround/all around/to wear by wrapping around (scarf, shawl)/
讶	ya4	/astounded/
历	li4	/old variant of 曆|历[li4]/old variant of 歷|历[li4]/calendar/old variant of 歷|历[li4]/to experience/to undergo/to pass through/all/each/every/history/
帽	mao4	/old variant of 帽[mao4]/hat/cap/
抱	bao4	/to hold/to carry (in one's arms)/to hug/to embrace/to surround/to cherish/(coll.) (of clothes) to fit nicely/to hug; to give a cuddle/
琴	qin2	/guqin 古琴[gu3 qin2] (a type of zither)/musical instrument in general/variant of 琴[qin2], guqin or zither/
澄	Cheng2;deng4;cheng2	/variant of 澄[cheng2]/surname Cheng/clear/limpid/to clarify/to purify/(of liquid) to settle/to become clear/
确	que4	/variant of 確|确[que4]/variant of 埆[que4]/authenticated/solid/firm/real/true/
咨	zi1	/to consult/
织	zhi1	/to weave/
瞬	shun4	/to wink/
叹	tan4	/to sigh/to exclaim/variant of 嘆|叹[tan4]/
塞	sai4;se4;sai1;Sai1	/Serbia/Serbian/abbr. for 塞爾維亞|塞尔维亚[Sai1 er3 wei2 ya4]/to stop up/to squeeze in/to stuff/cork/stopper/strategic pass/tactical border position/to stop up/to stuff/to cope with/
直	zhi2;Zhi2	/surname Zhi/Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God/straight/to straighten/fair and reasonable/frank/straightforward/(indicates continuing motion or action)/vertical/vertical downward stroke in Chinese characters/
而	er2	/and/as well as/and so/but (not)/yet (not)/(indicates causal relation)/(indicates change of state)/(indicates contrast)/
宠	chong3	/to love/to pamper/to spoil/to favor/
红	Hong2;hong2	/surname Hong/red/popular/revolutionary/bonus/
器	qi4	/device/tool/utensil/CL:臺|台[tai2]/
伴	ban4	/partner; companion; comrade; associate/to accompany/
叨	dao1;tao1	/garrulous/to receive the benefit of/to chatter/to hog the conversation/
辱	ru3	/disgrace/dishonor/to insult/to bring disgrace or humiliation to/to be indebted to/self-deprecating/Taiwan pr. [ru4]/
搅	jiao3	/to disturb/to annoy/to mix/to stir/
糯	nuo4	/variant of 糯[nuo4]/variant of 糯[nuo4]/glutinous rice/sticky rice/
斤	jin1	/catty/(PRC) weight equal to 500 g/(Tw) weight equal to 600 g/(HK, Malaysia, Singapore) slightly over 604 g/
秘	bi4;mi4	/variant of 秘[mi4]/see 秘魯|秘鲁[Bi4 lu3]/secret/secretary/
职	zhi2	/office/duty/
套	tao4	/to cover/to encase/cover/sheath/to overlap/to interleave/to model after/to copy/formula/harness/loop of rope/(fig.) to fish for/to obtain slyly/classifier for sets, collections/bend (of a river or mountain range, in place names)/tau (Greek letter Ττ)/methods/the old tricks/(slang) condom/
躺	tang3	/to recline/to lie down/
企	qi3	/(bound form) to stand on tiptoe and look; to anticipate; to look forward to/abbr. for 企業|企业[qi3 ye4]/Taiwan pr. [qi4]/
阳	yang2	/positive (electric.)/sun/male principle (Taoism)/Yang, opposite: 陰|阴[yin1]/
查	cha2;zha1;Zha1	/surname Zha/to research/to check/to investigate/to examine/to refer to/to look up (e.g. a word in a dictionary)/variant of 楂[zha1]/
埃	ai1;Ai1	/abbr. for Egypt 埃及[Ai1 ji2]/dust/dirt/angstrom/phonetic ai or e/
朋	peng2	/friend/
瓜	gua1	/melon/gourd/squash/
送	song4	/to send; to deliver; to transmit/to give (as a present)/to see (sb) off/to accompany; to go along with/
熄	xi1	/to extinguish/to put out (fire)/to quench/to stop burning/to go out (of fire, lamp etc)/to come to an end/to wither away/to die out/Taiwan pr. [xi2]/
滥	lan4	/overflowing/excessive/indiscriminate/
苗	Miao2;miao2	/Hmong or Miao ethnic group of southwest China/surname Miao/sprout/
墓	mu4	/grave/tomb/mausoleum/
够	gou4	/enough (sufficient)/enough (too much)/(coll.) (before adj.) really/(coll.) to reach by stretching out/
质	zhi4	/character/nature/quality/plain/to pawn/pledge/hostage/to question/Taiwan pr. [zhi2]/
叼	diao1	/to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)/
力	li4;Li4	/surname Li/power/force/strength/ability/strenuously/
窄	zhai3	/narrow/narrow-minded/badly off/
踩	cai3	/variant of 踩[cai3]/to step on/to tread/to stamp/to press a pedal/to pedal (a bike)/(online) to downvote/
熊	Xiong2;xiong2	/surname Xiong/bear/(coll.) to scold; to rebuke/(coll.) weak; incapable/raging/flaming/
熬	ao1;ao2	/to boil; to simmer/to cook on a slow fire; to extract by heating; to decoct/to endure/
捕	bu3	/to catch; to seize; to capture/
兄	xiong1	/elder brother/
杆	gan1;gan3	/pole/CL:條|条[tiao2],根[gen1]/stick/pole/lever/classifier for long objects such as guns/
猴	hou2	/monkey/CL:隻|只[zhi1]/
驰	chi2	/to run fast/to speed/to gallop/to disseminate/to spread/
将	jiang4;qiang1;jiang1	/will/shall/to use/to take/to checkmate/just a short while ago/(introduces object of main verb, used in the same way as 把[ba3])/(bound form) a general/(literary) to command; to lead/(Chinese chess) general (on the black side, equivalent to a king in Western chess)/to desire/to invite/to request/
克	ke4;Ke4	/abbr. for 克羅地亞|克罗地亚[Ke4 luo2 di4 ya4], Croatia/(Tw) abbr. for 克羅埃西亞|克罗埃西亚[Ke4 luo2 ai1 xi1 ya4], Croatia/to be able to/to subdue/to restrain/to overcome/gram/Tibetan unit of land area, about 6 ares/Ke (c. 2000 BC), seventh of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God/variant of 克[ke4]/to subdue/to overthrow/to restrain/variant of 剋|克[ke4]/
福	Fu2;fu2	/surname Fu/abbr. for Fujian province 福建省[Fu2 jian4 sheng3]/good fortune/happiness/luck/
伐	fa2	/to cut down/to fell/to dispatch an expedition against/to attack/to boast/Taiwan pr. [fa1]/
辰	chen2	/5th earthly branch: 7-9 a.m., 3rd solar month (5th April-4th May), year of the Dragon/ancient Chinese compass point: 120°/
逆	ni4	/contrary/opposite/backwards/to go against/to oppose/to betray/to rebel/
庙	miao4	/temple/ancestral shrine/CL:座[zuo4]/temple fair/great imperial hall/imperial/
瑟	se4	/a type of standing harp, smaller than konghou 箜篌, with 5-25 strings/trembling/rustling/
剑	jian4	/double-edged sword/CL:口[kou3],把[ba3]/classifier for blows of a sword/variant of 劍|剑[jian4]/
读	dou4;du2	/comma/phrase marked by pause/to read out; to read aloud/to read/to attend (school); to study (a subject in school)/to pronounce/
拧	ning4;ning2;ning3	/to pinch/wring/mistake/to twist/stubborn/
杭	Hang2	/surname Hang/Hangzhou/
诧	cha4	/to be surprised/to be astonished/
玉	yu4	/jade/
婷	ting2	/graceful/
汰	tai4	/to discard/to eliminate/
做	zuo4	/to make; to produce/to write; to compose/to do; to engage in; to hold (a party etc)/(of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)/(of a thing) to serve as; to be used for/to assume (an air or manner)/
兼	jian1	/double/twice/simultaneous/holding two or more (official) posts at the same time/
串	chuan4	/to string together/to skewer/to connect wrongly/to gang up/to rove/string/bunch/skewer/classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of/to make a swift or abrupt linear movement (like a bead on an abacus)/to move across/
十	shi2	/ten/10/
欧	Ou1;ou1	/Europe (abbr. for 歐洲|欧洲[Ou1 zhou1])/surname Ou/(used for transliteration)/old variant of 謳|讴[ou1]/
尝	chang2	/to taste; to try (food)/to experience/(literary) ever; once/to taste; to experience (variant of 嘗|尝[chang2])/old variant of 嘗|尝[chang2]/
都	du1;dou1;Du1	/surname Du/all; both; entirely/(used for emphasis) even/already/(not) at all/capital city/metropolis/
屑	xie4	/bits/fragments/crumbs/filings/trifling/trivial/to condescend to/
精	jing1	/essence/extract/vitality/energy/semen/sperm/mythical goblin spirit/highly perfected/elite/the pick of sth/proficient (refined ability)/extremely (fine)/selected rice (archaic)/
分	fen4;fen1	/to divide; to separate/to distribute; to allocate/to distinguish (good and bad)/(bound form) branch of (an organization); sub- (as in 分局[fen1 ju2])/fraction/one tenth (of certain units)/unit of length equivalent to 0.33 cm/minute (unit of time)/minute (angular measurement unit)/a point (in sports or games)/0.01 yuan (unit of money)/part/share/ingredient/component/
农	nong2;Nong2	/surname Nong/(bound form) agriculture/variant of 農|农[nong2]/
幕	mu4	/curtain or screen/canopy or tent/headquarters of a general/act (of a play)/old variant of 幕[mu4]/curtain/screen/
咸	Xian2;xian2	/surname Xian/all/everyone/each/widespread/harmonious/salted/salty/stingy/miserly/
嫉	ji2	/jealousy/to be jealous of/
跚	shan1	/used in 蹣跚|蹒跚[pan2 shan1]/
皮	Pi2;pi2	/surname Pi/leather/skin/fur/CL:張|张[zhang1]/pico- (one trillionth)/naughty/
假	jia4;jia3;gei1	/used in 假掰[gei1 bai1]/fake/false/artificial/to borrow/if/suppose/vacation/variant of 假[jia3]/to borrow/
穿	chuan1	/to wear/to put on/to dress/to bore through/to pierce/to perforate/to penetrate/to pass through/to thread/
衰	shuai1;cui1	/variant of 縗|缞[cui1]/(bound form) to decay; to decline; to wane/
五	wu3	/five/5/50-50/equal (share, partnership etc)/
提	di1;ti2	/used in 提防[di1 fang5] and 提溜[di1 liu5]/to carry (hanging down from the hand)/to lift/to put forward/to mention/to raise (an issue)/upwards character stroke/lifting brush stroke (in painting)/scoop for measuring liquid/calm/poised/
顶	ding3	/apex/crown of the head/top/roof/most/to carry on the head/to push to the top/to go against/to replace/to substitute/to be subjected to (an aerial bombing, hailstorm etc)/(slang) to "bump" a forum thread to raise its profile/classifier for headwear, hats, veils etc/
惊	jing1	/to startle/to be frightened/to be scared/alarm/
耳	er3	/ear/handle (archaeology)/and that is all (Classical Chinese)/
哼	heng1	/to groan/to snort/to hum/to croon/humph!/
池	Chi2;chi2	/surname Chi/pond/reservoir/moat/
氪	ke4	/krypton (chemistry)/
普	pu3	/general/popular/everywhere/universal/
捐	juan1	/to relinquish; to abandon/to contribute; to donate/(bound form) tax; levy/
构	gou4	/variant of 構|构[gou4]/(Tw) (coll.) variant of 夠|够[gou4]/to reach by stretching/to construct/to form/to make up/to compose/literary composition/paper mulberry (Broussonetia papyrifera)/
齐	qi2;Qi2	/(name of states and dynasties at several different periods)/surname Qi/neat/even/level with/identical/simultaneous/all together/to even sth out/
妈	ma1	/ma/mom/mother/mama/mommy/mother/CL:個|个[ge4],位[wei4]/
癌	ai2	/cancer/carcinoma/also pr. [yan2]/
惩	cheng2	/to punish/to reprimand/to warn/
绎	yi4	/continuous/to interpret/to unravel/to draw silk (old)/
盼	pan4	/to hope for/to long for/to expect/
博	bo2	/extensive/ample/rich/obtain/aim/to win/to get/plentiful/to gamble/old variant of 博[bo2]/
祈	qi2	/to implore/to pray/to request/
字	zi4	/letter/symbol/character/word/CL:個|个[ge4]/courtesy or style name traditionally given to males aged 20 in dynastic China/
尺	chi3;che3	/one of the characters used to represent a musical note in gongche notation, 工尺譜|工尺谱[gong1 che3 pu3]/a Chinese foot/one-third of a meter/a ruler/a tape-measure/one of the three acupoints for measuring pulse in Chinese medicine/CL:支[zhi1],把[ba3]/
捣	dao3	/to pound/to beat/to hull/to attack/to disturb/to stir/
月	yue4	/moon/month/monthly/CL:個|个[ge4],輪|轮[lun2]/every month/
厉	li4;Li4	/surname Li/strict/severe/
惨	can3	/miserable/wretched/cruel/inhuman/disastrous/tragic/dim/gloomy/
狭	xia2	/narrow/narrow-minded/old variant of 狹|狭[xia2]/
炫	xuan4	/to dazzle/to boast/to show off/(slang) cool/awesome/
以	Yi3;yi3	/old variant of 以[yi3]/old variant of 以[yi3]/abbr. for Israel 以色列[Yi3 se4 lie4]/to use/by means of/according to/in order to/because of/at (a certain date or place)/
韧	ren4	/variant of 韌|韧[ren4]/old variant of 韌|韧[ren4]/annealed/pliable but strong/tough/tenacious/
变	bian4	/to change/to become different/to transform/to vary/rebellion/
挠	nao2	/to scratch/to thwart/to yield/
旋	xuan2;xuan4	/to revolve/a loop/a circle/to whirl/immediately/variant of 鏇|镟[xuan4]/
妥	tuo3	/suitable/adequate/ready/settled/
谍	die2	/to spy/
扎	zha1;za1;zha2	/to prick/to run or stick (a needle etc) into/mug or jug used for serving beer (loanword from "jar")/used in 掙扎|挣扎[zheng1 zha2]/(onom.) crunch (of marching feet etc)/variant of 紮|扎[za1]/variant of 紮|扎[zha1]/to tie/to bind/classifier for flowers, banknotes etc: bundle/Taiwan pr. [zha2]/(of troops) to be stationed (at)/Taiwan pr. [zha2]/
至	zhi4	/to arrive/most/to/until/
钥	yue4	/key/also pr. [yao4]/
贺	He4;he4	/surname He/to congratulate/
继	ji4	/to continue/to follow after/to go on with/to succeed/to inherit/then/afterwards/
烂	lan4	/soft; mushy/well-cooked and soft/to rot; to decompose/rotten/worn out/chaotic; messy/utterly; thoroughly/crappy; bad/
滔	tao1	/(bound form) to inundate; deluge; torrent/torrential/
溺	niao4;ni4	/to drown/to indulge/addicted to/to spoil (a child)/variant of 尿[niao4]/
悚	song3	/frightened/
崩	beng1	/to collapse/to fall into ruins/death of king or emperor/demise/
颤	chan4	/to tremble/to shiver/to shake/to vibrate/Taiwan pr. [zhan4]/
掘	jue2	/to dig/
拯	zheng3	/to raise/to aid/to support/to save/to rescue/
忍	ren3	/to bear/to endure/to tolerate/to restrain oneself/
裂	lie4	/to split/to crack/to break open/to rend/
抛	pao1	/to throw/to toss/to fling/to cast/to abandon/
肆	si4	/four (banker's anti-fraud numeral)/unrestrained/wanton/(literary) shop/
昂	ang2	/to lift/to raise/to raise one's head/high/high spirits/soaring/expensive/high-spirited/brave-looking/
鉴	jian4	/variant of 鑑|鉴[jian4]/old variant of 鑒|鉴[jian4]/bronze mirror (used in ancient times)/to reflect/to mirror/sth that serves as a warning or a lesson/to examine/to scrutinize/variant of 鑑|鉴[jian4]/
闷	men4;men1	/stuffy/shut indoors/to smother/to cover tightly/bored/depressed/melancholy/sealed/airtight/tightly closed/
伦	lun2	/human relationship/order/coherence/
垫	dian4	/pad/cushion/mat/to pad out/to fill a gap/to pay for sb/to advance (money)/
栏	lan2	/fence/railing/hurdle/column or box (of text or other data)/
雅	ya3	/elegant/
肾	shen4	/kidney/
钉	ding1;ding4	/nail/to follow closely/to keep at sb (to do sth)/variant of 盯[ding1]/to join things together by fixing them in place at one or more points/to nail/to pin/to staple/to sew on/DingTalk, business communication platform developed by Alibaba/
摆	bai3	/to arrange/to exhibit/to move to and fro/a pendulum/
关	guan1;Guan1	/surname Guan/mountain pass/to close; to shut; to turn off/to confine; to lock (sb) up; to shut (sb in a room, a bird in a cage etc)/to concern; to involve/
四	si4	/four/4/
蛛	zhu1	/spider/(coll.) spider/
